article_name,nb_in_unfinished_paths,nb_in_finished_paths,nb_links,views
Mustard seed,8,16,38,24020.85436893204
Muttaburrasaurus,2,7,15,2264.6990291262136
Myanmar,15,48,150,308727.42718446604
Myco-heterotrophy,4,10,3,2145.097087378641
Myers-Briggs Type Indicator,3,13,6,23577.485436893203
Myocardial infarction,6,31,39,127937.31067961165
Mysticism,19,41,53,43212.87378640777
Mythology,135,357,86,25808.33009708738
Myxobolus cerebralis,4,6,30,2251.660194174757
NATO,55,130,186,352554.7378640777
Nadia Comăneci,1,0,13,67564.20388349515
Nagorno-Karabakh War,1,3,36,21333.14563106796
Nahuatl language,3,15,21,3257.5048543689322
Nairobi,5,15,47,71587.90291262136
Naked Mole Rat,0,6,15,155.81553398058253
Names of God in Judaism,12,39,20,54281.7572815534
Namibia,13,39,116,140109.00970873787
Nanomedicine,0,0,5,9330.728155339806
Napoleon I of France,33,88,166,11963.106796116504
Napoleonic Wars,31,62,107,105829.8640776699
Napster,6,14,5,51931.23300970874
Nash equilibrium,7,17,9,49400.78640776699
"Nashville, Tennessee",11,15,68,110795.6213592233
Natalie Portman,12,46,36,395489.213592233
Nathu La,4,6,20,11885.883495145632
National Anthem of Russia,5,20,12,3431.4077669902913
"National Gallery, London",11,19,51,1951.5533980582525
National Hockey League,23,74,60,116900.28155339806
National parks of England and Wales,4,28,30,2869.009708737864
Nationalism,34,70,187,83582.00970873787
Nationality,23,50,43,26322.466019417476
Natural disaster,9,25,80,99346.6213592233
Natural gas,46,172,122,71650.46601941748
Natural selection,45,92,60,51132.203883495145
Nature,77,232,112,70408.60194174758
Nauru,8,13,63,84848.38834951456
Naval Battle of Guadalcanal,9,28,20,15716.252427184467
Navassa Island,5,12,60,14468.174757281553
Nazi Germany,81,362,187,275741.92233009706
Nazism,38,216,172,130690.29126213593
Necktie,6,20,17,20957.21359223301
Negros Oriental,0,1,17,8672.194174757282
Neighbours,8,21,17,65257.23300970874
Neil Armstrong,37,130,50,282793.6213592233
Neil Young,11,18,33,198877.73786407767
Nelson Mandela,13,38,76,341402.8932038835
Nematode,3,12,11,53916.271844660194
Neoclassicism,10,29,66,40282.11650485437
Neodymium,3,14,35,19787.0
Neon,4,44,50,47693.64077669903
Nepal,7,84,110,247675.31067961166
Nepenthes rajah,0,0,41,2703.73786407767
Nephron,0,0,4,33190.28155339806
Neptune,15,121,47,116183.76699029126
Neptunium,4,22,33,11904.73786407767
Netball,3,13,25,37190.80582524272
Netherlands,149,428,588,423982.4854368932
Netherlands Antilles,8,40,64,25011.456310679612
Neutron,21,105,140,36328.6213592233
New Caledonia,9,11,56,87094.3495145631
New Delhi,5,49,35,114107.42718446603
New England Patriots,8,23,8,187788.1359223301
New Forest,7,22,26,14401.533980582524
New York City,242,476,393,660833.1650485437
New York City Subway nomenclature,0,0,5,3390.4174757281553
New Zealand,78,347,404,482135.41747572814
New moon,4,59,9,16445.873786407767
"Newark, New Jersey",15,20,45,56757.912621359224
Newcastle upon Tyne,1,16,79,68630.28155339806
Newmarket,4,4,17,868.0970873786408
Newshounds,0,0,8,1.7142857142857142
Newspaper,63,78,73,59212.59223300971
Newsround,0,6,5,6971.466019417476
Niagara Falls,9,51,31,118188.22330097087
Nicaragua,8,23,123,106648.60194174758
Niccolò Machiavelli,7,11,24,113841.04854368932
Niccolò Paganini,2,9,20,31281.417475728154
Niccolò dell'Abbate,0,0,2,544.6990291262136
Nickel,12,57,86,58142.68932038835
Nicobar Long-tailed Macaque,0,0,9,27.718446601941746
Nicolaus Copernicus,9,43,66,88047.213592233
Niels Bohr,10,48,50,65320.73786407767
Nigella,0,0,9,3866.883495145631
Niger,9,53,319,118264.03883495145
Niger River,6,28,37,19461.776699029127
Nigeria,23,77,173,299227.06796116504
Nightingale,2,2,48,4667.339805825242
Nikola Tesla,13,57,68,375948.3495145631
Nikolai Rimsky-Korsakov,3,14,13,18694.495145631066
Nile,35,162,99,106183.95145631068
Nine Million Bicycles,0,0,7,1897.8058252427184
Nineteen Eighty-Four,9,22,55,239466.2427184466
Nintendo,54,300,114,149712.83495145632
Nintendo DS,17,55,21,66837.26213592233
Nintendo Entertainment System,26,147,32,80088.80582524271
Niobium,5,24,57,23066.873786407767
Nirvana (band),27,45,29,177844.17475728155
Nitrification,4,25,13,10076.611650485436
Nitrogen,37,199,200,89649.17475728155
Nitrogen cycle,6,28,25,53835.93203883495
Nitrogen fixation,16,49,20,29280.233009708736
Niue,8,9,32,61547.50485436893
Noam Chomsky,9,42,46,186846.21359223302
Nobel Peace Prize,27,71,99,71875.6504854369
Nobelium,5,19,25,8031.766990291262
Nobiin language,3,8,16,2037.009708737864
Norfolk,14,59,102,33967.00970873787
Norfolk Island,4,11,42,41815.65048543689
Norman Borlaug,4,13,62,31536.864077669903
Norman conquest of England,7,38,32,46594.7572815534
Norse mythology,83,300,50,118145.3495145631
North Africa,135,415,135,48567.17475728155
North America,638,1765,536,262920.68932038837
North Atlantic oscillation,2,6,14,4020.4174757281553
North Korea,27,97,116,344763.63106796116
North Sea,67,216,137,36628.35922330097
North Sea flood of 1953,2,20,20,10152.368932038835
North Sea oil,5,15,32,9997.359223300971
Northern Ireland,41,98,130,180766.25242718446
Northern Mariana Islands,9,21,37,63223.01941747573
Northern Pacific Railway,3,1,26,6211.52427184466
Northwest Africa,15,45,28,939.504854368932
Norway,81,613,280,305080.87378640776
Norwich,8,18,61,36232.78640776699
Nostradamus,7,8,27,116010.26213592233
Nottingham,16,36,79,49925.145631067964
Nouakchott,4,20,17,13040.563106796117
Novel,103,153,138,49292.74757281553
Novelty (locomotive),0,1,6,758.5436893203884
Nuclear fission,24,173,61,55032.669902912625
Nuclear power,32,151,77,66710.67961165048
Nuclear weapon,82,525,105,115831.0
Number,34,96,64,71696.93203883494
Numismatics,8,21,21,16700.019417475727
Nurse sharks,4,13,9,196.0
Nuthatch,4,3,9,8771.601941747573
Nutmeg,20,42,48,63533.88349514563
Nutrition,50,120,68,52596.28155339806
Oasis (band),7,25,31,127265.786407767
Oat,13,39,55,57341.99029126213
Obi-Wan Kenobi,16,40,16,78904.17475728155
Ocean,154,664,1424,94884.47572815535
Oceania,14,81,155,114640.19417475729
Oceanography,19,55,36,15689.14563106796
Odin,19,65,29,130408.61165048544
Odysseus,14,76,46,68924.99029126213
Odyssey,28,103,39,110352.45631067961
Oenothera,2,8,20,5950.0873786407765
Ohm,0,0,2,32716.26213592233
Oil painting,8,19,17,23282.73786407767
Oil refinery,7,30,37,28107.485436893203
Oil reservoir,5,20,15,723.2718446601941
Okapi,3,35,20,47659.320388349515
Olaudah Equiano,2,3,12,26614.29126213592
Old English language,49,75,62,7752.660194174758
Old Nubian language,0,9,10,1607.893203883495
Old Swiss Confederacy,3,3,12,13550.563106796117
Oleg of Novgorod,2,4,5,16248.40776699029
Oligarchy,16,20,50,64094.66019417476
Oligocene,9,19,39,11292.26213592233
Olive oil,24,58,76,54603.155339805824
Oliver Cromwell,12,19,80,146346.9708737864
Oliver Twist,14,33,30,64226.271844660194
Ollanta Humala,1,12,18,5765.766990291262
Olmec,2,11,21,18604.64077669903
Olympic Games,150,289,196,211899.33009708737
Oman,1,22,111,165550.4854368932
Omega-3 fatty acid,5,42,23,47748.04854368932
One Flew Over the Cuckoo's Nest (novel),1,3,8,39228.69902912621
One Foot in the Grave,0,1,4,16162.398058252427
Onion,8,53,49,63950.66019417476
Onion dome,4,16,9,5793.0485436893205
OpenBSD,4,9,18,14312.73786407767
OpenOffice.org,7,47,15,27774.825242718445
Open cluster,5,12,26,6086.223300970873
Open source,13,50,31,39697.66019417476
Opera,77,140,120,170156.1067961165
Oppression,10,21,8,13403.485436893205
Optical fiber,47,60,18,63844.78640776699
Optical microscope,4,28,11,21304.31067961165
Optical telescope,8,39,8,7896.582524271845
Opuntia imbricata,0,0,6,40.166666666666664
Opus Dei,3,4,9,54404.58252427184
Orbit (anatomy),5,5,6,11767.68932038835
Orca,17,69,57,47626.54368932039
Order of Canada,1,11,25,52050.25242718447
Order of St. Patrick,5,5,23,902.1067961165048
Order of the Bath,6,15,46,25205.300970873788
Order of the Garter,9,16,62,51073.18446601942
Order of the Thistle,6,15,34,12329.058252427185
Ordinal number,4,20,9,22193.21359223301
Ordinary differential equation,4,25,8,22701.388349514564
Ordination of women,4,18,41,7426.436893203883
Ordovician,6,25,32,23219.88349514563
Oregano,4,17,32,35958.8640776699
Oregon,47,97,73,117322.32038834952
Organism,232,400,95,56800.398058252424
Organization,33,59,243,50786.961165048546
Orion Nebula,7,20,27,21498.834951456312
Orkney,6,27,61,37971.45631067961
Ormulum,0,0,7,1508.621359223301
Ornithischia,8,31,39,8199.650485436894
Oroonoko,3,9,27,6952.0873786407765
Osaka,13,31,53,59499.76699029126
Osama bin Laden,24,86,63,276729.9708737864
Osiris,9,17,15,75739.7281553398
Oslo,12,22,47,76780.68932038835
Osmium,5,19,39,33368.36893203884
Osprey,3,16,29,53696.82524271845
Osteomalacia,3,0,3,13497.970873786408
Ostrich,15,39,67,45448.35922330097
Oswald of Northumbria,0,2,18,5844.0873786407765
Ottawa,11,46,63,99054.2427184466
Otter,5,24,23,57106.47572815534
Otto von Bismarck,6,20,35,107525.32038834952
Ottoman Empire,48,182,248,385423.33980582526
Ouagadougou,6,17,23,19119.611650485436
Outer Hebrides,2,9,21,20923.90291262136
Overseas Railroad,1,10,11,3655.26213592233
Oviraptor,3,32,22,6264.601941747573
Owl,27,101,121,78825.15533980583
Oxbow lake,6,26,12,16038.747572815533
Oxford,33,77,98,61051.74757281553
Oxygen,102,471,235,121172.95145631068
Oxyrhynchus,8,8,20,3378.135922330097
Ozone,10,96,104,48922.40776699029
Ozone depletion,6,49,29,57556.52427184466
Póvoa de Varzim,0,1,43,3245.4174757281553
PONG,9,21,9,200.35922330097088
PRR GG1,5,7,12,2307.145631067961
PRR M1,0,0,2,370.05825242718447
PSR B1620-26c,2,15,12,13.72549019607843
Pablo Picasso,14,53,49,268459.3786407767
Pac-Man,13,128,29,66178.42718446603
Pachycephalosaurus,3,13,12,16795.97087378641
Pacific Ocean,257,769,272,96447.81553398058
Painting,57,166,113,66572.213592233
Pakistan,54,165,284,497095.8155339806
Palace of Westminster,30,47,70,66110.06796116506
Palau,3,18,43,86553.89320388349
Palazzo Pitti,4,8,18,11387.932038834952
Paleocene,5,22,35,11548.844660194174
Paleontology,36,147,52,33638.077669902916
Palestinian territories,4,39,35,58469.611650485436
Pali Canon,2,8,10,3451.776699029126
Palio di Siena,0,0,5,12236.52427184466
Palladian architecture,1,6,39,13150.339805825242
Palladium,8,31,54,57902.25242718447
Palm oil,7,56,36,51833.45631067961
Palmyra Atoll,3,14,19,20267.922330097088
Pan Am Flight 103,4,8,41,77034.6504854369
Panama,22,80,185,122732.16504854368
Panama Canal,25,63,91,108274.15533980583
Pandanus,0,0,14,11477.95145631068
Papal conclave,0,6,31,13931.708737864077
Paprika,2,24,23,57693.50485436893
Papua New Guinea,20,53,103,145554.49514563108
Paraguay,8,51,59,97775.81553398058
Parasaurolophus,0,0,13,19044.252427184467
Paricutín,0,0,2,143.06796116504853
Paris,134,345,420,262457.7475728155
Park,17,20,521,17155.504854368934
Parliament of Canada,18,31,29,23405.339805825242
Parliament of Malaysia,5,35,18,13711.59223300971
Parliament of the United Kingdom,36,80,114,67046.82524271845
Parliamentary system,25,53,135,62944.99029126213
Parrot,24,154,63,64681.01941747573
Parsley,4,18,56,42609.601941747576
Parsnip,3,18,15,30172.077669902912
Parthenon,17,66,41,88162.80582524271
Pashtun people,1,25,52,13082.533980582524
Passenger Pigeon,5,26,21,971.2718446601941
Pat Cash,3,6,18,13541.864077669903
Patna,3,10,27,32689.436893203885
Paul Cézanne,7,12,22,38329.06796116505
Paul Dirac,8,21,47,27678.339805825242
Paul Kane,2,7,30,1610.106796116505
Paul McCartney,14,107,74,366735.7475728155
Paul of Tarsus,19,18,47,5113.135922330097
Pea,15,201,449,45490.40776699029
Peace,22,32,200,29367.31067961165
Peaceful coexistence,3,9,16,4544.9514563106795
Peafowl,0,10,27,83491.42718446603
Peak District,7,9,34,16360.679611650485
Peanut,67,137,59,82414.97087378641
Pearl,7,26,84,56947.05825242718
Pedagogy,7,26,9,54824.94174757282
Pedro del Valle,0,0,17,1371.8058252427184
Pelé,6,16,26,297306.33009708737
Pelagic zone,2,15,11,16084.184466019418
Pellagra,3,8,15,31171.864077669903
Pelycosaur,3,22,17,3612.8446601941746
Penda of Mercia,4,11,18,4992.456310679611
Penguin,35,176,121,91527.17475728155
Pennine Way,2,9,11,5096.883495145631
Pennsylvania Railroad,12,25,42,12209.446601941747
Pentateuch,14,17,7,5616.1067961165045
People's Republic of China,141,614,372,39221.970873786406
Pere Marquette 1225,0,0,1,3665.970873786408
Peregrine Falcon,4,24,34,3218.8058252427186
Perfect number,5,26,5,28642.718446601943
Pericles,3,16,33,38986.922330097084
Periodic table,73,1376,363,584943.495145631
Periodic table (large version),3,10,119,1246.611650485437
Perl,9,38,19,35021.320388349515
Permian,13,62,56,30002.038834951458
Pernicious anemia,3,13,7,29626.59223300971
Persian Empire,40,107,145,48012.26213592233
Persian Gulf,29,98,69,38646.25242718447
Persian literature,1,9,25,7264.611650485437
"Perth, Western Australia",10,17,69,7813.155339805825
Peru,34,176,221,154937.70873786407
Pete Sampras,3,27,62,83181.7281553398
Peter Grimes,1,11,5,10754.563106796117
Peter I of Russia,8,20,26,7988.058252427184
Peter Paul Rubens,4,17,39,35754.09708737864
Peterborough Chronicle,5,5,16,1431.4271844660195
Petroleum,102,279,246,92746.02912621359
Phase (matter),22,70,180,9406.0
Pheidippides,5,9,8,15594.233009708738
Phenylketonuria,0,0,9,36140.82524271845
Philadelphia,15,46,89,180828.9223300971
Philately,2,7,11,13190.456310679612
Philip II of Spain,10,27,53,93691.8640776699
Philippines,43,138,221,444987.3883495146
Philosophiae Naturalis Principia Mathematica,3,17,25,1649.9126213592233
Philosophy,144,460,336,198337.25242718446
Philosophy of mind,17,45,45,21227.495145631066
Phineas Gage,0,0,3,68536.90291262136
Phishing,6,21,11,121463.22330097087
Phla-Pherá languages,0,0,5,26.352941176470587
Phoenix (spacecraft),4,22,14,7100.815533980583
Phoenix Zoo,4,10,15,1887.7378640776699
Phonograph cylinder,5,11,8,9083.485436893205
Phosphorus,13,69,118,71491.63106796116
Phosphorus tribromide,7,13,12,2566.7281553398057
Phosphorus trichloride,3,13,13,6135.9514563106795
Phosphoryl chloride,0,0,7,5928.398058252427
Photography,32,76,49,74233.25242718446
Photon,21,69,81,58146.3786407767
Photosynthesis,101,298,76,117807.66990291262
Photosynthetic reaction centre,6,13,16,2626.3883495145633
Photovoltaic array,0,0,13,585.2135922330098
Physical paradox,4,11,20,1460.9611650485438
Physical science,23,144,72,3089.4951456310678
Physics,184,816,235,122014.61165048544
Pi,8,34,940,189385.28155339806
Piano,30,153,77,75018.49514563107
Piccadilly Circus,10,22,17,24131.543689320388
Picts,7,25,54,50039.78640776699
Pied Avocet,0,2,18,229.6504854368932
Pig,25,65,221,75111.79611650485
Pigeon,9,23,116,6076.398058252427
Pigment,17,42,55,22555.893203883494
Pikachu,21,70,15,69582.54368932039
Pink Pigeon,4,19,11,64.32352941176471
Pinworm,5,15,3,7112.417475728155
Pitcairn Islands,7,10,41,82256.88349514564
Plains Zebra,7,33,13,390.45631067961165
Planet,105,478,219,91415.68932038835
Planetary habitability,7,28,63,12821.73786407767
Planetary nebula,9,28,35,13079.106796116504
Plant,439,1070,260,122991.04854368932
Plant cell,2,3,5,31454.912621359224
Plasma (physics),27,62,49,87777.57281553397
Plate tectonics,55,141,94,91584.7572815534
Plateosaurus,0,0,22,4814.728155339806
Platinum,9,45,68,65007.51456310679
Plato,22,106,120,171657.76699029127
Platypus,37,76,34,116990.4854368932
Playing card,12,34,32,52443.18446601942
Pleiades (star cluster),5,5,39,1894.8640776699028
Plesiosaur,5,23,31,9698.038834951456
Pliocene,9,18,49,18664.456310679612
Plover,6,1,25,9298.883495145632
Plum,11,60,26,37345.81553398058
Pluto,20,178,131,184421.52427184465
Plutonium,15,115,78,53921.398058252424
Plymouth,23,29,48,35509.679611650485
Pneumonia,34,69,77,227558.47572815535
Pochard,3,4,20,304.20388349514565
Podcasting,7,29,16,7138.038834951456
Poetry,83,191,163,59258.90291262136
Poetry of the United States,21,55,40,411.8252427184466
Poison gas in World War I,10,44,38,1326.7669902912621
Pokémon Trading Card Game,8,16,12,27474.59223300971
Poland,63,202,391,322083.6213592233
Polar coordinate system,3,11,14,30339.873786407767
Polar ice cap,8,30,17,9634.815533980582
Police,35,55,113,56772.90291262136
Police state,10,36,16,9413.932038834952
Polish–Muscovite War (1605–1618),0,0,23,3118.2718446601943
Polish-Lithuanian Commonwealth,5,16,106,5162.592233009709
Polish-Muscovite War (1605–1618),4,4,29,158.29126213592232
Polish-Soviet War,3,22,51,4275.825242718447
Political economy,19,51,43,23943.40776699029
Political integration of India,2,7,31,11583.194174757282
Political philosophy,20,67,100,32912.45631067961
Political science,24,62,60,67607.30097087378
Politics,65,154,197,78394.99029126213
Politics of the United Kingdom,8,24,50,37155.11650485437
Pollinator,6,33,47,8195.699029126214
Pollinator decline,8,13,25,1722.9514563106795
Pollution,31,136,87,146693.63106796116
Polonium,14,37,40,37329.388349514564
Polymerase chain reaction,7,26,22,84765.91262135922
Pompeii,9,56,36,139929.44660194175
Pond,15,39,28,18600.893203883494
Pontiac's Rebellion,5,5,23,2066.4951456310678
Pony,14,64,5,24355.11650485437
Poor Law,4,6,20,1026.8446601941748
Pop Idol,0,2,2,11232.213592233009
Pope,49,106,422,111797.7572815534
Pope Benedict XVI,28,46,72,164487.71844660194
Pope John Paul II,19,85,164,139238.0291262136
Pope Pius XII,12,34,63,39764.48543689321
Popular culture,131,154,81,44589.57281553398
Popular culture studies,4,5,9,2347.116504854369
Population history of American indigenous peoples,9,11,25,1152.8446601941748
Porgy and Bess,6,16,25,24542.368932038837
Port Louis,3,15,13,14360.52427184466
Porto-Novo,3,9,12,6759.26213592233
Portsmouth,9,33,67,36282.145631067964
Portugal,63,217,401,261383.18446601942
Portuguese Communist Party,0,1,54,6052.660194174758
Portuguese language,20,82,165,83167.85436893204
Post-glacial rebound,4,9,26,7089.718446601942
Postage stamp,23,51,41,17104.398058252427
Postman Pat,0,0,21,17944.02912621359
Potassium,25,130,161,82172.96116504855
Potassium iodide,7,28,19,23400.699029126212
Potassium nitrate,4,46,22,54392.31067961165
Potato,63,158,69,123155.83495145632
Pottery,17,52,60,37389.155339805824
Poultry,15,58,32,29798.563106796115
Pound sterling,14,48,106,119271.91262135922
Poverty,34,103,120,76328.06796116506
Prague,10,48,104,138447.47572815535
Praia,2,9,13,9056.776699029126
Praseodymium,3,19,30,9277.417475728156
Pre-Raphaelite Brotherhood,3,3,10,32052.504854368934
Precambrian,7,45,34,33100.23300970874
Prehistoric man,0,0,36,1336.3300970873786
President of the United States,165,819,220,388983.52427184465
Pretoria,6,13,40,51262.69902912621
Pride and Prejudice,9,42,13,158679.29126213593
Prime Minister of the United Kingdom,46,159,99,171624.09708737864
Prime number,13,52,28,171892.26213592233
Primula,1,7,13,5955.708737864078
Princeton University,20,43,69,95643.67961165048
Principality,4,24,45,11190.087378640777
Printmaking,13,19,21,19952.320388349515
Prion,7,31,26,71212.87378640777
